date, pm25, pm10, o3, no2, so2, co
2019/5/21, 49, , 34, , 9, 8
2019/5/22, 55, , 31, , 7, 7
2019/5/23, 50, , 21, , 7, 8
2019/5/24, 56, , 32, , 8, 5
2019/5/25, 46, , 40, , 5, 4
2019/5/26, 44, , 35, , 7, 4
2019/5/27, 31, , 28, , 6, 5
2019/5/28, 43, , 31, , 5, 4
2019/5/29, 41, , 35, , 2, 4
2019/5/30, 36, , 31, , 2, 4
2019/5/31, 36, , 31, , 2, 5
2019/6/1, 37, , 44, , 2, 5
2019/6/2, 40, , 27, , 4, 6
2019/6/3, 38, , 23, , 4, 7
2019/6/4, 45, , 23, , 5, 7
2019/6/5, 44, , 24, , 5, 7
2019/6/6, 42, , 31, , 5, 6
2019/6/7, 45, , 38, , 5, 6
2019/6/8, 45, , 28, , 7, 6
2019/6/9, 52, , 34, , 5, 6
2019/6/10, 42, , 29, , 3, 6
2019/6/11, 38, , 23, , 2, 5
2019/6/12, 40, , 20, , 5, 7
2019/6/13, 50, , 25, , 4, 7
2019/6/14, 72, , 25, , 4, 8
2019/6/15, 65, , 36, , 4, 7
2019/6/16, 55, , 26, , 2, 6
2019/6/17, 39, , 24, , 2, 6
2019/6/18, 32, , 27, , 4, 7
2019/6/19, 41, , 31, , 3, 7
2019/6/20, 38, , 26, , 3, 6
2019/6/21, 36, , 31, , 1, 6
2019/6/22, 33, , 31, , 1, 6
2019/6/23, 32, , 27, , 1, 5
2019/6/24, 30, , 26, , 3, 7
2019/6/25, 43, , 47, , 5, 6
2019/6/26, 56, , 35, , 5, 6
2019/6/27, 47, , 33, , 5, 6
2019/6/28, 48, , 27, , 5, 8
2019/6/29, 47, , 27, , 5, 5
2019/6/30, 43, , 31, , 1, 4
2019/7/1, 32, , 30, , 3, 5
2019/1/2, 43, , 27, , 3, 7
2019/1/3, 47, , 25, , 3, 7
2019/1/4, 52, , 27, , 6, 8
2019/1/5, 55, , 37, , 6, 6
2019/1/6, 47, , 42, , 5, 6
2019/1/7, 56, , 36, , 5, 7
2019/1/8, 56, , 24, , 4, 7
2019/1/9, 44, , 31, , 5, 6
2019/1/10, 45, , 29, , 2, 5
2019/1/11, 30, , 38, , 2, 5
2019/1/12, 29, , 46, , 4, 6
2019/1/13, 44, , 15, , 1, 5
2019/1/14, 27, , 44, , 4, 7
2019/1/15, 45, , 42, , 6, 7
2019/1/16, 52, , 37, , 7, 7
2019/1/17, 63, , 28, , 13, 9
2019/1/18, 63, , 26, , 10, 7
2019/1/19, 46, , 27, , 5, 7
2019/1/20, 44, , 25, , 2, 5
2019/1/21, 28, , 27, , 2, 6
2019/1/22, 34, , 31, , 5, 7
2019/1/23, 51, , 29, , 5, 7
2019/1/24, 43, , 26, , 4, 5
2019/1/25, 29, , 36, , 7, 7
2019/1/26, 57, , 36, , 5, 7
2019/1/27, 50, , 42, , 6, 6
2019/1/28, 36, , 35, , 6, 7
2019/1/29, 44, , 32, , 6, 7
2019/1/30, 48, , 54, , 4, 6
2019/1/31, 38, , 41, , 4, 7
2019/2/1, 39, , 43, , 3, 6
2019/2/2, 32, , 43, , 3, 5
2019/2/3, 31, , 38, , 4, 6
2019/2/4, 38, , 33, , 3, 6
2019/2/5, 31, , 29, , 3, 6
2019/2/6, 33, , 30, , 7, 8
2019/2/7, 54, , 26, , 4, 8
2019/2/8, 51, , 47, , 5, 8
2019/2/9, 54, , 37, , 5, 7
2019/2/10, 45, , 42, , 3, 6
2019/2/11, 32, , 38, , 5, 7
2019/2/12, 43, , 31, , 3, 6
2019/2/13, 38, , 26, , 4, 7
2019/2/14, 44, , 37, , 7, 7
2019/2/15, 57, , 31, , 7, 8
2019/2/16, 66, , 57, , 9, 8
2019/2/17, 70, , 57, , 7, 7
2019/2/18, 55, , 37, , 3, 7
2019/2/19, 44, , 36, , 4, 7
2019/2/20, 42, , 39, , 6, 8
2019/2/21, 42, , 32, , 10, 8
2019/2/22, 48, , 41, , 7, 7
2019/2/23, 53, , 45, , 8, 8
2019/2/24, 63, , 24, , 2, 5
2019/2/25, 25, , 41, , 4, 7
2019/2/26, 38, , 35, , 7, 7
2019/2/27, 43, , 49, , 4, 7
2019/2/28, 49, , 54, , 6, 8
2019/3/1, 55, , 56, , 6, 9
2019/3/2, 56, , , , , 
2019/3/4, 64, , 52, , 4, 5
2019/3/5, 40, , 67, , 7, 6
2019/3/6, 56, , 56, , 7, 7
2019/3/7, 63, , 41, , 8, 10
2019/3/8, 71, , 60, , 5, 9
2019/3/9, 57, , 39, , 3, 7
2019/3/10, 54, , 40, , 3, 7
2019/3/11, 50, , 40, , 5, 7
2019/3/12, 45, , 54, , 4, 7
2019/3/13, 53, , 47, , 6, 8
2019/3/14, 60, , 51, , 3, 6
2019/3/15, 43, , 46, , 6, 9
2019/3/16, 60, , 45, , 6, 8
2019/3/17, 49, , 38, , 6, 6
2019/3/18, 52, , 58, , 5, 8
2019/3/19, 52, , 35, , 3, 7
2019/3/20, 42, , 45, , 5, 8
2019/3/21, 50, , 60, , 3, 6
2019/3/22, 38, , 40, , 6, 9
2019/3/23, 44, , 59, , 6, 9
2019/3/24, 56, , 54, , 5, 9
2019/3/25, 61, , 63, , 7, 8
2019/3/26, 72, , 41, , 3, 6
2019/3/27, 54, , 74, , 6, 9
2019/3/28, 68, , 59, , 3, 8
2019/3/29, 53, , 29, , 4, 8
2019/3/30, 50, , 32, , 7, 12
2019/3/31, 66, , 53, , 6, 8
2019/4/1, 49, , 11, , 4, 8
2018/10/2, 77, , 51, , 23, 6
2018/10/3, 77, , 55, , 17, 7
2018/10/4, 81, , 32, , 15, 7
2018/10/5, 71, , 46, , 17, 6
2018/10/6, 90, , 46, , 9, 9
2018/10/7, 72, , 28, , 17, 9
2018/10/8, 62, , , , , 
2018/10/10, 66, , 23, , 18, 7
2018/10/11, 62, , 28, , 19, 6
2018/10/12, 61, , 40, , 16, 6
2018/10/13, 61, , 38, , 19, 7
2018/10/14, 71, , 41, , 18, 6
2018/10/15, 62, , 48, , 18, 6
2018/10/16, 63, , 40, , 22, 6
2018/10/17, 80, , 34, , 16, 7
2018/10/18, 91, , 36, , 14, 8
2018/10/19, 80, , 38, , 27, 8
2018/10/20, 89, , 15, , 6, 6
2018/10/21, 54, , 55, , 22, 6
2018/10/22, 69, , 42, , 23, 7
2018/10/23, 71, , 44, , 17, 7
2018/10/24, 73, , 50, , 18, 6
2018/10/25, 64, , 36, , 21, 8
2018/10/26, 81, , 27, , 23, 9
2018/10/27, 76, , 30, , 16, 8
2018/10/28, 68, , 39, , 11, 7
2018/10/29, 59, , 33, , 21, 8
2018/10/30, 70, , 15, , 17, 8
2018/10/31, 62, , , , , 
2018/11/7, 72, , 33, , 20, 4
2018/11/8, 60, , 29, , 19, 3
2018/11/9, 50, , 20, , 26, 4
2018/11/10, 44, , 22, , 16, 6
2018/11/11, 44, , 25, , 17, 6
2018/11/12, 57, , 20, , 14, 7
2018/11/13, 56, , 26, , 18, 5
2018/11/14, 58, , 33, , 13, 5
2018/11/15, 61, , 31, , 17, 5
2018/11/16, 56, , 22, , 11, 8
2018/11/17, 52, , 27, , 12, 8
2018/11/18, 70, , 38, , 4, 7
2018/11/19, 54, , 27, , 16, 7
2018/11/20, 67, , 30, , 13, 7
2018/11/21, 64, , 38, , 9, 8
2018/11/22, 70, , 45, , 4, 7
2018/11/23, 55, , 37, , 4, 5
2018/11/24, 37, , 44, , 3, 6
2018/11/25, 51, , 34, , 2, 6
2018/11/26, 50, , 28, , 4, 7
2018/11/27, 51, , 25, , 3, 7
2018/11/28, 40, , 46, , 4, 6
2018/11/29, 55, , 21, , 4, 7
2018/11/30, 49, , 25, , 1, 6
2018/12/1, 42, , 31, , 4, 6
2018/12/2, 47, , 47, , 2, 6
2018/12/3, 46, , 27, , 3, 7
2018/12/4, 56, , 28, , 3, 7
2018/12/5, 63, , 34, , 3, 6
2018/12/6, 57, , 43, , 4, 9
2018/12/7, 60, , 37, , 7, 8
2018/12/8, 65, , 31, , 2, 6
2018/12/9, 59, , 30, , 3, 6
2018/12/10, 52, , 30, , 4, 6
2018/12/11, 55, , 20, , 5, 7
2018/12/12, 58, , 18, , 2, 6
2018/12/13, 51, , 24, , 1, 7
2018/12/14, 51, , 4, , 2, 7
2018/12/15, 53, , 28, , 4, 6
2018/12/16, 50, , 29, , 2, 6
2018/12/17, 45, , 26, , 5, 8
2018/12/18, 59, , 35, , 3, 6
2018/12/19, 52, , 31, , 2, 6
2018/12/20, 51, , 26, , 3, 6
2018/12/21, 47, , 29, , 5, 7
2018/12/22, 55, , , , , 
2018/12/24, 56, , 22, , 1, 6
2018/12/25, 55, , 25, , 2, 7
2018/12/26, 44, , 24, , 2, 6
2018/12/27, 42, , 30, , 1, 5
2018/12/28, 36, , 34, , 2, 6
2018/12/29, 40, , 42, , 2, 7
2018/12/30, 51, , 40, , 1, 6
2018/12/31, 42, , , , , 
2018/8/26, 58, , 48, , 2, 5
2018/8/27, 34, , 40, , 2, 6
2018/8/28, 41, , 43, , 2, 6
2018/8/29, 39, , 35, , 5, 7
2018/8/30, 41, , 45, , 3, 6
2018/8/31, 55, , 52, , 4, 7
2018/9/1, 65, , 43, , 8, 8
2018/9/2, 60, , 46, , 4, 6
2018/9/3, 47, , 46, , 3, 6
2018/9/4, 48, , 43, , 2, 6
2018/9/5, 25, , 65, , 3, 7
2018/9/6, 61, , 48, , 5, 8
2018/9/7, 72, , 42, , 3, 6
2018/9/8, 66, , 35, , 5, 7
2018/9/9, 61, , 41, , 4, 6
2018/9/10, 46, , 46, , 3, 7
2018/9/11, 53, , 53, , 5, 7
2018/9/12, 73, , 66, , 4, 7
2018/9/13, 70, , 66, , 6, 7
2018/9/14, 59, , 38, , 2, 8
2018/9/15, 57, , 56, , 2, 7
2018/9/16, 56, , 45, , 1, 7
2018/9/17, 37, , 43, , 7, 7
2018/9/18, 49, , 49, , 6, 7
2018/9/19, 55, , 47, , 7, 7
2018/9/20, 48, , 49, , 6, 7
2018/9/21, 48, , 32, , 7, 7
2018/9/22, 47, , 53, , 5, 6
2018/9/23, 44, , 1, , 14, 9
2018/9/24, 72, , , , , 
2018/9/26, 40, , 56, , 7, 7
2018/9/27, 61, , 51, , 8, 7
2018/9/28, 58, , 61, , 6, 7
2018/9/29, 56, , 61, , 5, 6
2018/9/30, 57, , 56, , 5, 5
2018/10/1, 58, , 65, , 16, 6
2016/10/9, 47, , , , 1, 3
2016/10/10, 56, , , , 2, 2
2016/10/11, 45, , , , 2, 3
2016/10/12, 48, , , , 5, 4
2016/10/13, 59, , , , 4, 5
2016/10/14, 49, , , , 4, 6
2016/10/15, 58, , , , 9, 6
2016/10/16, 60, , , , 8, 7
2016/10/17, 63, , , , 9, 6
2016/10/18, 59, , , , 7, 6
2016/10/19, 57, , , , 4, 5
2016/10/20, 63, , , , 5, 5
2016/10/21, 60, , , , 10, 5
2016/10/22, 71, , , , , 
2016/10/25, 66, , , , 6, 4
2016/10/26, 55, , , , 6, 4
2016/10/27, 52, , , , 9, 4
2016/10/28, 60, , , , 10, 6
2016/10/29, 85, , , , 4, 5
2016/10/30, 64, , , , 4, 5
2016/10/31, 64, , , , 6, 6
2016/11/1, 74, , , , 6, 5
2016/11/2, 69, , , , 3, 5
2016/11/3, 70, , , , 6, 4
2016/11/4, 61, , , , 5, 6
2016/11/5, 63, , , , 3, 4
2016/11/6, 53, , , , 3, 5
2016/11/7, 51, , , , 5, 6
2016/11/8, 39, , , , , 
2016/7/2, 54, 38, 42, 16, 7, 7
2016/7/3, 73, 34, 38, 12, 4, 7
2016/7/4, 52, 22, 45, 10, 4, 6
2016/7/5, 50, , 37, 14, 10, 8
2016/7/6, 65, , 32, 14, 7, 7
2016/7/7, 59, 31, 32, 14, 6, 5
2016/7/8, 46, 39, 40, 17, 5, 6
2016/7/9, 44, 40, 40, 18, 5, 6
2016/7/10, 49, 29, 42, 14, 5, 4
2016/7/11, 52, 39, 43, 14, 5, 5
2016/7/12, 50, 37, 39, 20, 11, 4
2016/7/13, 63, 52, 38, 16, 9, 5
2016/7/14, 71, 39, 35, 16, 6, 5
2016/7/15, 67, 46, 47, 16, 6, 6
2016/7/16, 58, 45, 49, 16, 7, 5
2016/7/17, 57, 37, 41, 19, 10, 7
2016/7/18, 59, 19, 37, 16, 7, 6
2016/7/19, 50, 23, 38, 17, 11, 5
2016/7/20, 56, 29, 29, 22, 11, 6
2016/7/21, 64, 27, 34, 18, 8, 6
2016/7/22, 50, 33, 37, 20, 11, 7
2016/7/23, 54, 38, 47, 18, 9, 7
2016/7/24, 67, 22, 43, 11, 3, 6
2016/7/25, 47, 25, 38, 20, 9, 9
2016/7/26, 61, 22, 37, 19, 7, 9
2016/7/27, 49, 26, 31, 23, 8, 9
2016/7/28, 61, 35, 43, 20, 5, 9
2016/7/29, 69, 27, 39, 19, 7, 8
2016/7/30, 59, 38, 40, 15, 4, 7
2016/7/31, 59, , , , , 
2016/8/6, 61, 45, 57, 19, 8, 6
2016/8/7, 56, 41, 39, 16, 5, 6
2016/8/8, 56, 36, 35, 21, 8, 6
2016/8/9, 53, 45, 37, 19, 8, 6
2016/8/10, 50, 41, 41, 17, 4, 5
2016/8/11, 57, 32, 35, 18, 5, 5
2016/8/12, 55, 39, 40, 24, 16, 6
2016/8/13, 53, 41, 56, 20, 8, 6
2016/8/14, 50, 33, 44, 17, 8, 6
2016/8/15, 50, 39, 54, 23, 11, 6
2016/8/16, 62, 57, 48, 26, 29, 5
2016/8/17, 73, 43, 39, 18, 11, 4
2016/8/18, 55, 45, 45, 16, 4, 5
2016/8/19, 55, 42, 45, 19, 9, 5
2016/8/20, 70, , , , , 
2016/8/23, 32, 44, 75, 16, 3, 4
2016/8/24, 38, 37, 88, 26, 9, 5
2016/8/25, 59, 37, 52, 31, 7, 4
2016/8/26, 60, 37, 45, 19, 4, 6
2016/8/27, 63, 40, 13, 23, 8, 8
2016/8/28, 90, 41, 58, 15, 4, 5
2016/8/29, 72, 39, 28, 18, 8, 6
2016/8/30, 63, 23, 51, 16, 8, 2
2016/8/31, 58, , 38, 20, 6, 5
2016/9/1, 71, , 42, 23, 8, 6
2016/9/2, 61, , 50, 18, 8, 7
2016/9/3, 57, , 58, 23, 12, 7
2016/9/4, 77, , 47, 28, 14, 7
2016/9/5, 64, , 32, 34, 22, 8
2016/9/6, 74, , 31, 27, 10, 9
2016/9/7, 61, , 45, 25, 7, 8
2016/9/8, 56, , 59, 21, 7, 7
2016/9/9, 56, , 45, 17, 4, 8
2016/9/10, 52, , 61, 18, 6, 8
2016/9/11, 53, , 60, 15, 3, 8
2016/9/12, 47, , 35, 21, 6, 10
2016/9/13, 61, , , , , 
2016/4/2, 47, 24, 30, 27, 16, 9
2016/4/3, 49, 20, 44, 19, 7, 8
2016/4/4, 48, 41, 37, 26, 19, 9
2016/4/5, 74, 15, 39, 17, 8, 8
2016/4/6, 51, 15, 27, 22, 21, 9
2016/4/7, 65, 29, 36, 22, 21, 8
2016/4/8, 58, 26, 28, 19, 17, 8
2016/4/9, 59, 31, 30, 20, 18, 9
2016/4/10, 60, 26, 3, 18, 16, 8
2016/4/11, 62, 28, 26, 7, 16, 15
2016/4/12, 49, 24, 25, 22, 16, 6
2016/4/13, 49, 22, 42, 21, 8, 7
2016/4/14, 50, 33, 45, 17, 9, 6
2016/4/15, 54, 25, 56, 19, 6, 8
2016/4/16, 62, 30, 62, 17, 5, 8
2016/4/17, 69, 26, 31, 10, 2, 6
2016/4/18, 48, 24, 27, 14, 8, 7
2016/4/19, 61, 32, 35, 16, 13, 7
2016/4/20, 64, 23, 33, 16, 9, 7
2016/4/21, 65, 24, 31, 18, 14, 7
2016/4/22, 59, 27, 28, 18, 11, 7
2016/4/23, 62, 23, 37, 14, 6, 7
2016/4/24, 60, 21, 42, 6, 1, 6
2016/4/25, 54, 34, 43, 15, 6, 7
2016/4/26, 57, 30, 37, 22, 17, 7
2016/4/27, 60, 30, 37, 19, 8, 7
2016/4/28, 61, 21, 36, 17, 7, 7
2016/4/29, 55, 38, 35, 18, 11, 7
2016/4/30, 53, 26, 13, 11, 2, 5
2016/5/1, 51, 20, 36, 16, 8, 6
2016/5/2, 46, 25, 29, 20, 10, 7
2016/5/3, 60, 26, 34, 19, 7, 6
2016/5/4, 55, 22, 29, 19, 13, 6
2016/5/5, 67, 25, 38, 15, 7, 5
2016/5/6, 67, 28, 29, 18, 10, 7
2016/5/7, 64, 27, 38, 13, 2, 5
2016/5/8, 59, 27, 45, 9, 2, 4
2016/5/9, 51, 32, 31, 16, 8, 6
2016/5/10, 52, 26, 36, 22, 4, 6
2016/5/11, 61, 35, 54, 21, 6, 7
2016/5/12, 66, 29, 24, 16, 12, 7
2016/5/13, 58, 25, 27, 15, 6, 8
2016/5/14, 55, 24, 26, 15, 6, 5
2016/5/15, 51, 18, 27, 10, 3, 1
2016/5/16, 51, 22, 26, 14, 7, 3
2016/5/17, 51, 28, 45, 17, 9, 5
2016/5/18, 59, 27, 34, 14, 3, 5
2016/5/19, 54, 29, 33, 14, 5, 5
2016/5/20, 57, 29, 28, 15, 5, 6
2016/5/21, 69, 23, 27, 15, 4, 6
2016/5/22, 56, 24, 30, 12, 5, 6
2016/5/23, 51, 31, 28, 15, 5, 6
2016/5/24, 54, 31, 27, 14, 3, 6
2016/5/25, 58, 33, 36, 18, 8, 8
2016/5/26, 66, 24, 50, 15, 7, 8
2016/5/27, 59, 70, 43, 13, 3, 6
2016/5/28, 48, 26, 50, 14, 7, 7
2016/5/29, 56, 18, 31, 13, 3, 6
2016/5/30, 46, 35, 25, 24, 9, 10
2016/5/31, 58, 34, 45, 21, 6, 10
2016/6/1, 65, 24, 35, 18, 7, 6
2016/6/2, 62, 26, 29, 13, 3, 6
2016/6/3, 55, 28, 24, 20, 3, 8
2016/6/4, 59, 35, 37, 17, 8, 8
2016/6/5, 60, 26, 41, 11, 6, 7
2016/6/6, 48, 31, 35, 19, 4, 7
2016/6/7, 55, 32, 44, 17, 8, 8
2016/6/8, 60, 23, 31, 20, 7, 9
2016/6/9, 52, 22, 38, 15, 5, 7
2016/6/10, 57, 26, 35, 18, 9, 8
2016/6/11, 64, 25, 31, 16, 8, 8
2016/6/12, 54, 22, 33, 12, 7, 7
2016/6/13, 52, 33, 22, 14, 11, 6
2016/6/14, 54, 18, 23, 18, 15, 6
2016/6/15, 54, 28, 31, 16, 8, 6
2016/6/16, 57, 25, 30, 14, 5, 5
2016/6/17, 45, 35, 33, 18, 8, 6
2016/6/18, 53, 31, 35, 15, 6, 7
2016/6/19, 58, 24, 31, 15, 12, 7
2016/6/20, 59, 40, 32, 14, 6, 6
2016/6/21, 51, 35, 39, 20, 6, 8
2016/6/22, 60, 35, 32, 19, 8, 7
2016/6/23, 57, 39, 37, 18, 10, 7
2016/6/24, 62, 28, 29, 18, 4, 8
2016/6/25, 53, 22, 38, 14, 9, 7
2016/6/26, 65, 18, 31, 13, 7, 7
2016/6/27, 48, 16, 31, 16, 6, 8
2016/6/28, 55, 50, 36, 17, 5, 8
2016/6/29, 46, 38, 35, 13, 4, 7
2016/6/30, 47, 32, 32, 13, 4, 7
2016/7/1, 42, 30, 32, 16, 3, 7
2016/1/8, 49, , 33, 21, 10, 9
2016/1/9, 55, , 47, 18, 14, 6
2016/1/10, 48, , 28, 16, 16, 4
2016/1/11, 32, , 28, 15, 14, 5
2016/1/12, 41, , 28, 14, 16, 4
2016/1/13, 36, , 18, 12, 9, 5
2016/1/14, 29, , 34, 13, 13, 4
2016/1/15, 36, , 54, 15, 9, 6
2016/1/16, 55, , 36, 22, 21, 6
2016/1/17, 63, , 39, 14, 14, 5
2016/1/18, 60, , 38, 14, 15, 5
2016/1/19, 50, , 27, 17, 13, 4
2016/1/20, 55, , 21, 22, 20, 3
2016/1/21, 56, , 34, 20, 13, 3
2016/1/22, 68, , 57, 18, 12, 5
2016/1/23, 73, , 46, 16, 8, 5
2016/1/24, 55, , 38, 16, 12, 5
2016/1/25, 55, , 19, 20, 16, 4
2016/1/26, 45, , 57, 19, 14, 
2016/1/27, 62, , 71, 20, 13, 
2016/1/28, 68, , 48, 19, 11, 
2016/1/29, 60, , 34, 28, 26, 
2016/1/30, 78, , 39, 22, 14, 
2016/1/31, 69, , 38, 29, 18, 
2016/2/1, 61, , 49, 29, 22, 6
2016/2/2, 72, , 63, 26, 16, 9
2016/2/3, 76, , 36, 25, 10, 6
2016/2/4, 66, , 46, 27, 13, 6
2016/2/5, 74, , 41, 23, 14, 6
2016/2/6, 59, , 46, 31, 23, 7
2016/2/7, 69, , 49, 23, 16, 7
2016/2/8, 53, , 31, 23, 24, 5
2016/2/9, 58, , 23, 21, 20, 4
2016/2/10, 47, , 24, 21, 21, 5
2016/2/11, 51, , 26, 21, 18, 6
2016/2/12, 56, , 32, 28, 17, 7
2016/2/13, 57, , 38, 20, 11, 6
2016/2/14, 52, , 34, 14, 6, 5
2016/2/15, 44, , 24, 23, 22, 6
2016/2/16, 61, , 31, 26, 30, 
2016/2/17, 57, , 36, 24, 11, 
2016/2/18, 59, , 36, 25, 10, 
2016/2/19, 53, , 37, 18, 6, 
2016/2/20, 53, , 47, 19, 11, 
2016/2/21, 56, , 40, 23, 15, 
2016/2/22, 57, , 41, 27, 23, 5
2016/2/23, 53, , 27, 31, 17, 7
2016/2/24, 65, , 17, 32, 34, 6
2016/2/25, 80, , 32, 22, 17, 6
2016/2/26, 63, , 26, 17, 13, 4
2016/2/27, 46, , 41, 18, 16, 3
2016/2/28, 55, , 42, 15, 13, 2
2016/2/29, 49, , 32, 17, 16, 1
2016/3/1, 42, , 29, 21, 18, 1
2016/3/2, 53, , 31, 15, 9, 4
2016/3/3, 44, , 19, 21, 19, 8
2016/3/4, 55, , 23, 16, 13, 7
2016/3/5, 43, , 23, 21, 17, 7
2016/3/6, 48, , 32, 18, 11, 6
2016/3/7, 46, , 21, 23, 11, 8
2016/3/8, 53, , 41, 19, 14, 7
2016/3/9, 59, , 35, 25, 15, 8
2016/3/10, 65, , 51, 26, 18, 8
2016/3/11, 79, , 45, 24, 22, 6
2016/3/12, 51, , 43, 19, 14, 5
2016/3/13, 49, , 34, 19, 15, 4
2016/3/14, 49, , 43, 25, 13, 7
2016/3/15, 62, , 41, 21, 14, 5
2016/3/16, 66, 26, 37, 23, 27, 6
2016/3/17, 80, 23, 21, 16, 19, 4
2016/3/18, 66, 26, 28, 18, 16, 5
2016/3/19, 65, 24, 25, 13, 9, 4
2016/3/20, 66, 19, 24, 21, 24, 4
2016/3/21, 57, 21, 21, 19, 15, 6
2016/3/22, 68, 27, 27, 17, 10, 8
2016/3/23, 66, 33, 31, 27, 26, 8
2016/3/24, 90, 32, 35, 25, 22, 9
2016/3/25, 80, 29, 38, 21, 14, 8
2016/3/26, 65, 19, 2, 16, 12, 8
2016/3/27, 76, 32, 40, 18, 13, 8
2016/3/28, 72, 37, 42, 19, 8, 9
2016/3/29, 62, 38, 37, 27, 16, 8
2016/3/30, 73, 13, 9, 34, 29, 7
2016/3/31, 64, 39, 48, 25, 20, 8
2016/4/1, 70, 30, 29, 19, 16, 7
2015/10/2, 100, 50, 44, 30, 7, 
2015/10/3, 99, 57, 36, 29, 16, 
2015/10/4, 68, 39, 42, 26, 18, 
2015/10/5, 58, 36, 56, 26, 14, 7
2015/10/6, 50, 47, 47, 24, 7, 
2015/10/7, 55, 51, 44, 28, 9, 
2015/10/8, 60, 51, 54, 26, 6, 
2015/10/9, 56, 48, 39, 26, 12, 
2015/10/10, 67, 40, 36, 19, 9, 
2015/10/11, 63, 31, 32, 22, 7, 
2015/10/12, 66, 38, 32, 21, 9, 
2015/10/13, 66, 38, 29, 19, 6, 
2015/10/14, 53, 28, 36, 29, 2, 
2015/10/15, 55, 35, 31, 28, 4, 
2015/10/16, 55, 24, 25, 32, 5, 
2015/10/17, 63, 32, 39, 20, 2, 
2015/10/18, 52, 31, 34, 25, 8, 
2015/10/19, 58, 28, 38, 22, 4, 
2015/10/20, 45, 27, 26, 25, 4, 
2015/10/21, 69, 35, 44, 25, 5, 
2015/10/22, 74, 37, 44, 21, 6, 
2015/10/23, 66, 43, 49, 24, 6, 
2015/10/24, 79, 29, 52, 20, 7, 
2015/10/25, 61, 22, 46, 17, 4, 
2015/10/26, 52, 29, 53, 26, 5, 
2015/10/27, 67, 27, 41, 26, 5, 
2015/10/28, 69, 28, 39, 29, 11, 
2015/10/29, 68, 32, 40, 29, 11, 
2015/10/30, 62, 34, 38, 31, 11, 
2015/10/31, 65, 40, 35, 26, 10, 
2015/11/1, 63, 35, 36, 16, 6, 
2015/11/2, 58, 135, 39, 17, 9, 
2015/11/3, 80, 47, 50, 17, 9, 
2015/11/4, 75, 50, 36, 25, 11, 
2015/11/5, 74, , , , , 
2015/11/11, 61, 36, 40, 23, 13, 
2015/11/12, 57, 34, 37, 27, 22, 
2015/11/13, 71, 35, 41, 27, 18, 
2015/11/14, 68, 34, 43, 22, 23, 
2015/11/15, 62, 20, 40, 16, 9, 
2015/11/16, 48, 26, 39, 23, 11, 5
2015/11/17, 60, 33, 33, 20, 11, 
2015/11/18, 66, 30, 30, 28, 20, 
2015/11/19, 66, 35, 43, 19, 17, 
2015/11/20, 59, 38, 41, 17, 10, 
2015/11/21, 52, 37, 40, 21, 15, 
2015/11/22, 68, 38, 43, 18, 15, 
2015/11/23, 66, 43, 29, 17, 8, 
2015/11/24, 74, , , , , 
2015/7/3, 59, 37, 36, 17, 7, 
2015/7/4, 53, 37, 30, 19, 8, 
2015/7/5, 60, 28, 31, 18, 12, 
2015/7/6, 59, 28, 39, 18, 12, 
2015/7/7, 53, 29, 32, 15, 4, 
2015/7/8, 55, 24, 28, 15, 9, 
2015/7/9, 48, 30, 26, 16, 12, 
2015/7/10, 60, 27, 20, 18, 12, 
2015/7/11, 65, 25, 24, 19, 10, 
2015/7/12, 50, 24, 21, 16, 9, 
2015/7/13, 49, 23, 31, 17, 13, 4
2015/7/14, 45, 31, 28, 18, 13, 
2015/7/15, 59, 37, 19, 22, 10, 
2015/7/16, 63, 39, 29, 23, 23, 
